record_id,student_id,student_name,level,department,course_code,course_name,semester_days,attendance_percent_norm,ca_score_norm,participation_score_0_5,lms_logins,risk_score,predicted_success_rate,risk_level,risk_numeric,recommended_action
REC04312,STU00422,Efe V.,Year 1,Computer Science,COS102,Introduction to Problem Solving,98,0.7461,0.47,1.6,44,0.3966,0.6034,Medium,1,Monitor and recommend targeted support
REC04313,STU01002,Chidi U.,Year 1,Computer Science,MTH102,Elementary Mathematics II,98,0.5455,0.3157,1.6,19,0.7849,0.2151,High,2,Advisor review and peer tutorial recommendation
REC04314,STU00608,Tobi L.,Year 1,Computer Science,MTH102,Elementary Mathematics II,98,0.8742,0.3606,3.5,18,0.447,0.553,Medium,1,Monitor and recommend targeted support
REC04315,STU02132,Ife P.,Year 1,Computer Science,GST112,Nigerian Peoples and Culture,98,0.6578,0.4438,3.7,21,0.4915,0.5085,Medium,1,Monitor and recommend targeted support
REC04316,STU02068,Ireti A.,Year 1,Computer Science,MTH102,Elementary Mathematics II,98,0.8096,0.3523,3.2,53,0.4425,0.5575,Medium,1,Monitor and recommend targeted support
REC04317,STU00709,Muna R.,Year 1,Computer Science,CSC114,Linear Algebra for Computer Scientists,98,0.212,0.2131,2.2,19,0.9251,0.0749,High,2,Advisor review and peer tutorial recommendation
REC04318,STU00574,Uche K.,Year 1,Computer Science,MTH102,Elementary Mathematics II,98,0.6438,0.7528,2.8,40,0.3046,0.6954,Low,0,No immediate action
REC04319,STU01253,Amaka W.,Year 1,Computer Science,MTH102,Elementary Mathematics II,98,0.7061,0.6173,3.0,55,0.3124,0.6876,Low,0,No immediate action
REC04320,STU01300,Ife Z.,Year 1,Computer Science,GST112,Nigerian Peoples and Culture,98,0.6981,0.3048,3.1,23,0.5349,0.4651,Medium,1,Monitor and recommend targeted support
REC04321,STU01763,Zara M.,Year 1,Computer Science,GST112,Nigerian Peoples and Culture,98,0.7801,0.6541,2.4,33,0.2957,0.7043,Low,0,No immediate action
REC04322,STU00797,Ife H.,Year 1,Computer Science,CSC112,UI/UX Design Essentials,98,0.2858,0.2005,1.8,0,0.9735,0.0265,High,2,Advisor review and peer tutorial recommendation
REC04323,STU01459,Nedu Y.,Year 1,Computer Science,MTH102,Elementary Mathematics II,98,0.9057,0.644,4.4,36,0.1685,0.8315,Low,0,No immediate action
REC04324,STU02497,Nora H.,Year 1,Computer Science,CSC112,UI/UX Design Essentials,98,0.6259,0.5743,2.6,28,0.3876,0.6124,Medium,1,Monitor and recommend targeted support
REC04325,STU02741,Nedu Q.,Year 1,Computer Science,GST111,Communication in English,98,0.7816,0.8083,4.2,53,0.1769,0.8231,Low,0,No immediate action
REC04326,STU02021,Jide K.,Year 1,Computer Science,MTH102,Elementary Mathematics II,98,0.8318,0.4925,3.0,44,0.2995,0.7005,Low,0,No immediate action
REC04327,STU00308,Muna D.,Year 1,Computer Science,GST112,Nigerian Peoples and Culture,98,0.5985,0.8362,1.2,15,0.4158,0.5842,Medium,1,Monitor and recommend targeted support
REC04328,STU02121,Nora U.,Year 1,Computer Science,MTH102,Elementary Mathematics II,98,0.4779,0.0868,1.3,14,0.9079,0.0921,High,2,Advisor review and peer tutorial recommendation
REC04329,STU00131,Dara B.,Year 1,Computer Science,CSC112,UI/UX Design Essentials,98,0.4634,0.3167,2.5,24,0.7662,0.2338,High,2,Advisor review and peer tutorial recommendation
REC04330,STU00684,Tara J.,Year 1,Computer Science,MTH102,Elementary Mathematics II,98,0.8998,0.5952,3.3,32,0.2316,0.7684,Low,0,No immediate action
REC04331,STU02316,Lekan D.,Year 1,Computer Science,COS102,Introduction to Problem Solving,98,0.8144,0.6261,3.8,30,0.2426,0.7574,Low,0,No immediate action
REC04332,STU01106,Lekan I.,Year 1,Computer Science,GST111,Communication in English,98,0.7682,0.7136,3.1,30,0.2628,0.7372,Low,0,No immediate action
REC04333,STU02129,Jide D.,Year 1,Computer Science,PHY102,General Physics II,98,0.7178,0.7516,2.3,39,0.2954,0.7046,Low,0,No immediate action
REC04334,STU02624,Nedu V.,Year 1,Computer Science,CSC114,Linear Algebra for Computer Scientists,98,0.6961,0.7278,3.7,26,0.2756,0.7244,Low,0,No immediate action
REC04335,STU02059,Tara S.,Year 1,Computer Science,GST112,Nigerian Peoples and Culture,98,0.8996,0.7979,3.3,45,0.1688,0.8312,Low,0,No immediate action
REC04336,STU02001,Teni A.,Year 1,Computer Science,CSC114,Linear Algebra for Computer Scientists,98,0.3235,0.219,0.5,25,0.9684,0.0316,High,2,Advisor review and peer tutorial recommendation
REC04337,STU00392,Tobi Q.,Year 1,Computer Science,GST112,Nigerian Peoples and Culture,98,0.7371,0.4639,3.2,24,0.3645,0.6355,Low,0,No immediate action
REC04338,STU00957,Dara H.,Year 1,Computer Science,MTH102,Elementary Mathematics II,98,0.5807,0.1727,3.0,19,0.6377,0.3623,High,2,Advisor review and peer tutorial recommendation
REC04339,STU00510,Nedu G.,Year 1,Computer Science,GST112,Nigerian Peoples and Culture,98,0.5664,0.7201,3.7,18,0.3543,0.6457,Low,0,No immediate action
REC04340,STU01420,Nedu K.,Year 1,Computer Science,MTH102,Elementary Mathematics II,98,0.474,0.5945,1.5,35,0.592,0.408,Medium,1,Monitor and recommend targeted support
REC04341,STU02565,Seyi K.,Year 1,Computer Science,GST111,Communication in English,98,0.8572,0.6693,2.1,26,0.2927,0.7073,Low,0,No immediate action
REC04342,STU01512,Jide L.,Year 1,Computer Science,PHY102,General Physics II,98,0.8944,0.6569,3.1,26,0.2416,0.7584,Low,0,No immediate action
REC04343,STU02485,Jide L.,Year 1,Computer Science,CSC114,Linear Algebra for Computer Scientists,98,0.7474,0.6083,3.0,47,0.2986,0.7014,Low,0,No immediate action
REC04344,STU02794,Nedu X.,Year 1,Computer Science,CSC114,Linear Algebra for Computer Scientists,98,0.7214,0.7535,2.9,34,0.2694,0.7306,Low,0,No immediate action
REC04345,STU00030,Tolu N.,Year 1,Computer Science,MTH102,Elementary Mathematics II,98,0.723,0.7651,4.8,38,0.1893,0.8107,Low,0,No immediate action
REC04346,STU01666,Ayo R.,Year 1,Computer Science,PHY102,General Physics II,98,0.7535,0.3498,2.6,4,0.5774,0.4226,Medium,1,Monitor and recommend targeted support
REC04347,STU02515,Ayo B.,Year 1,Computer Science,GST112,Nigerian Peoples and Culture,98,0.9209,0.7617,4.6,42,0.1191,0.8809,Low,0,No immediate action
REC04348,STU01575,Seyi S.,Year 1,Computer Science,GST111,Communication in English,98,0.4781,0.1909,2.1,27,0.8048,0.1952,High,2,Advisor review and peer tutorial recommendation
REC04349,STU01650,Ireti I.,Year 1,Computer Science,MTH102,Elementary Mathematics II,98,0.7711,0.5885,4.9,30,0.2272,0.7728,Low,0,No immediate action
REC04350,STU00066,Ada C.,Year 1,Computer Science,PHY108,General Practical Physics II,98,0.97,0.7883,3.3,24,0.17,0.83,Low,0,No immediate action
REC04351,STU00547,Lekan K.,Year 1,Computer Science,CSC112,UI/UX Design Essentials,98,0.2674,0.372,2.1,22,0.8501,0.1499,High,2,Advisor review and peer tutorial recommendation
REC04352,STU00993,Ada H.,Year 1,Computer Science,MTH102,Elementary Mathematics II,98,0.7668,0.6057,2.9,44,0.2956,0.7044,Low,0,No immediate action
REC04353,STU00519,Tolu E.,Year 1,Computer Science,CSC114,Linear Algebra for Computer Scientists,98,0.5522,0.4808,1.8,21,0.4986,0.5014,Medium,1,Monitor and recommend targeted support
REC04354,STU00219,Ireti J.,Year 1,Computer Science,PHY102,General Physics II,98,0.8807,0.6771,2.9,21,0.2643,0.7357,Low,0,No immediate action
REC04355,STU01111,Seyi Z.,Year 1,Computer Science,PHY108,General Practical Physics II,98,0.4394,0.386,2.3,51,0.7364,0.2636,High,2,Advisor review and peer tutorial recommendation
REC04356,STU01223,Ireti E.,Year 1,Computer Science,PHY102,General Physics II,98,0.8456,0.676,3.9,29,0.2142,0.7858,Low,0,No immediate action
REC04357,STU02558,Muna S.,Year 1,Computer Science,PHY108,General Practical Physics II,98,0.8755,0.5646,3.5,29,0.2516,0.7484,Low,0,No immediate action
REC04358,STU01271,Amaka B.,Year 1,Computer Science,PHY108,General Practical Physics II,98,0.8376,0.3412,3.2,17,0.4826,0.5174,Medium,1,Monitor and recommend targeted support
REC04359,STU01016,Muna K.,Year 1,Computer Science,GST111,Communication in English,98,0.8277,0.8273,4.0,24,0.1873,0.8127,Low,0,No immediate action
REC04360,STU02288,Seyi Q.,Year 1,Computer Science,COS102,Introduction to Problem Solving,98,0.1517,0.3865,0.4,4,1,0,High,2,Advisor review and peer tutorial recommendation
REC04361,STU00820,Kemi T.,Year 1,Computer Science,PHY102,General Physics II,98,0.5841,0.3137,0.6,10,0.7576,0.2424,High,2,Advisor review and peer tutorial recommendation
REC04362,STU01372,Zara U.,Year 1,Computer Science,COS102,Introduction to Problem Solving,98,0.5088,0.2776,2.8,35,0.7212,0.2788,High,2,Advisor review and peer tutorial recommendation
REC04363,STU02700,Kene L.,Year 1,Computer Science,GST112,Nigerian Peoples and Culture,98,0.2983,0.4639,1.5,5,0.7862,0.2138,High,2,Advisor review and peer tutorial recommendation
REC04364,STU01699,Ada Y.,Year 1,Computer Science,GST112,Nigerian Peoples and Culture,98,0.888,0.751,4.0,32,0.1615,0.8385,Low,0,No immediate action
REC04365,STU01170,Muna R.,Year 1,Computer Science,CSC114,Linear Algebra for Computer Scientists,98,0.7905,0.584,3.1,16,0.3356,0.6644,Low,0,No immediate action
REC04366,STU02415,Tolu K.,Year 1,Computer Science,MTH102,Elementary Mathematics II,98,0.1199,0.4681,1.3,3,0.8704,0.1296,High,2,Advisor review and peer tutorial recommendation
REC04367,STU02091,Tara C.,Year 1,Computer Science,GST112,Nigerian Peoples and Culture,98,0.718,0.8243,2.4,43,0.2695,0.7305,Low,0,No immediate action
REC04368,STU00480,Uche Z.,Year 1,Computer Science,PHY102,General Physics II,98,0.9399,0.8125,5,44,0.0803,0.9197,Low,0,No immediate action
REC04369,STU02173,Nifemi B.,Year 1,Computer Science,COS102,Introduction to Problem Solving,98,0.5869,0.5695,2.6,20,0.4292,0.5708,Medium,1,Monitor and recommend targeted support
REC04370,STU01425,Efe W.,Year 1,Computer Science,PHY108,General Practical Physics II,98,0.7607,0.8605,3.8,44,0.1856,0.8144,Low,0,No immediate action
REC04371,STU01347,Teni X.,Year 1,Computer Science,PHY108,General Practical Physics II,98,0.4871,0.3811,4.9,62,0.6148,0.3852,Medium,1,Monitor and recommend targeted support
REC04372,STU00911,Efe D.,Year 1,Computer Science,MTH102,Elementary Mathematics II,98,0.9748,0.5713,4.2,39,0.1707,0.8293,Low,0,No immediate action
REC04373,STU00404,Mira X.,Year 1,Computer Science,CSC114,Linear Algebra for Computer Scientists,98,0.4829,0.7272,4.5,15,0.4828,0.5172,Medium,1,Monitor and recommend targeted support
REC04374,STU01658,Seyi N.,Year 1,Computer Science,GST112,Nigerian Peoples and Culture,98,0.1718,0.3675,1.0,8,1,0,High,2,Advisor review and peer tutorial recommendation
REC04375,STU01031,Dara S.,Year 1,Computer Science,GST112,Nigerian Peoples and Culture,98,0.608,0.4043,0.7,17,0.6955,0.3045,High,2,Advisor review and peer tutorial recommendation
REC04376,STU00947,Kemi A.,Year 1,Computer Science,CSC112,UI/UX Design Essentials,98,0.7184,0.4082,2.4,21,0.5299,0.4701,Medium,1,Monitor and recommend targeted support
REC04377,STU00171,Nifemi U.,Year 1,Computer Science,CSC112,UI/UX Design Essentials,98,0.6467,0.7546,4.7,34,0.2269,0.7731,Low,0,No immediate action
REC04378,STU00997,Muna Y.,Year 1,Computer Science,GST111,Communication in English,98,0.5871,0.4346,1.9,26,0.5792,0.4208,Medium,1,Monitor and recommend targeted support
REC04379,STU02646,Kemi F.,Year 1,Computer Science,GST111,Communication in English,98,0.7783,0.7765,1.7,33,0.2877,0.7123,Low,0,No immediate action
REC04380,STU01566,Efe K.,Year 1,Computer Science,GST112,Nigerian Peoples and Culture,98,0.5209,0.6262,2.5,31,0.5289,0.4711,Medium,1,Monitor and recommend targeted support
REC04381,STU01965,Jide L.,Year 1,Computer Science,CSC112,UI/UX Design Essentials,98,0.6386,0.6935,3.8,36,0.2845,0.7155,Low,0,No immediate action
REC04382,STU00694,Lekan G.,Year 1,Computer Science,MTH102,Elementary Mathematics II,98,0.6844,0.2545,0.6,5,0.7506,0.2494,High,2,Advisor review and peer tutorial recommendation
REC04383,STU01617,Dami T.,Year 1,Computer Science,CSC112,UI/UX Design Essentials,98,0.5914,0.773,1.8,23,0.3891,0.6109,Medium,1,Monitor and recommend targeted support
REC04384,STU00082,Tara R.,Year 1,Computer Science,MTH102,Elementary Mathematics II,98,0.7348,0.8288,3.9,22,0.2341,0.7659,Low,0,No immediate action
REC04385,STU00494,Nora Q.,Year 1,Computer Science,PHY108,General Practical Physics II,98,0.72,0.8043,1.9,30,0.3029,0.6971,Low,0,No immediate action
REC04386,STU00564,Lekan D.,Year 1,Computer Science,PHY102,General Physics II,98,0.5887,0.6899,2.0,29,0.3888,0.6112,Medium,1,Monitor and recommend targeted support
REC04387,STU02782,Nedu E.,Year 1,Computer Science,CSC114,Linear Algebra for Computer Scientists,98,0.367,0.0975,1.8,4,0.9597,0.0403,High,2,Advisor review and peer tutorial recommendation
REC04388,STU02224,Seyi X.,Year 1,Computer Science,GST112,Nigerian Peoples and Culture,98,0.9635,0.8696,3.3,48,0.1217,0.8783,Low,0,No immediate action
REC04389,STU01413,Femi P.,Year 1,Computer Science,GST112,Nigerian Peoples and Culture,98,0.2471,0.0939,2.1,7,0.9876,0.0124,High,2,Advisor review and peer tutorial recommendation
REC04390,STU00015,Ireti S.,Year 1,Computer Science,PHY102,General Physics II,98,0.782,0.4823,2.4,50,0.3465,0.6535,Low,0,No immediate action
REC04391,STU01092,Ayo L.,Year 1,Computer Science,PHY102,General Physics II,98,0.8885,0.7824,4.1,43,0.1459,0.8541,Low,0,No immediate action
REC04392,STU02655,Efe A.,Year 1,Computer Science,GST112,Nigerian Peoples and Culture,98,0.8738,0.4392,3.3,33,0.3867,0.6133,Medium,1,Monitor and recommend targeted support
REC04393,STU00262,Ife M.,Year 1,Computer Science,MTH102,Elementary Mathematics II,98,0.8075,0.6978,3.8,36,0.2157,0.7843,Low,0,No immediate action
REC04394,STU00456,Muna A.,Year 1,Computer Science,CSC114,Linear Algebra for Computer Scientists,98,0.6508,0.8157,3.7,20,0.2857,0.7143,Low,0,No immediate action
REC04395,STU02280,Seyi T.,Year 1,Computer Science,MTH102,Elementary Mathematics II,98,0.77,0.5054,4.2,31,0.2775,0.7225,Low,0,No immediate action
REC04396,STU00352,Tara K.,Year 1,Computer Science,PHY102,General Physics II,98,0.6594,0.5032,2.3,32,0.3953,0.6047,Medium,1,Monitor and recommend targeted support
REC04397,STU00681,Seyi C.,Year 1,Computer Science,GST111,Communication in English,98,0.4924,0.7164,2.0,16,0.5791,0.4209,Medium,1,Monitor and recommend targeted support
REC04398,STU02601,Mira B.,Year 1,Computer Science,COS102,Introduction to Problem Solving,98,0.7435,0.7466,3.7,32,0.2327,0.7673,Low,0,No immediate action
REC04399,STU00084,Ireti R.,Year 1,Computer Science,MTH102,Elementary Mathematics II,98,0.6972,0.4431,2.6,50,0.4842,0.5158,Medium,1,Monitor and recommend targeted support
REC04400,STU02493,Nedu D.,Year 1,Computer Science,PHY102,General Physics II,98,0.5769,0.3611,2.2,43,0.5729,0.4271,Medium,1,Monitor and recommend targeted support
REC04401,STU01278,Kemi O.,Year 1,Computer Science,MTH102,Elementary Mathematics II,98,0.6899,0.3331,2.0,18,0.589,0.411,Medium,1,Monitor and recommend targeted support
REC04402,STU00818,Ireti T.,Year 1,Computer Science,PHY108,General Practical Physics II,98,0.5536,0.4145,2.6,13,0.6104,0.3896,Medium,1,Monitor and recommend targeted support
REC04403,STU01625,Mira L.,Year 1,Computer Science,CSC112,UI/UX Design Essentials,98,0.6362,0.5603,3.6,34,0.3334,0.6666,Low,0,No immediate action
REC04404,STU02298,Efe C.,Year 1,Computer Science,GST111,Communication in English,98,0.5995,0.6111,2.1,45,0.3929,0.6071,Medium,1,Monitor and recommend targeted support
REC04405,STU00243,Dami M.,Year 1,Computer Science,GST112,Nigerian Peoples and Culture,98,0.8749,0.7327,4.4,39,0.1542,0.8458,Low,0,No immediate action
REC04406,STU02652,Ada W.,Year 1,Computer Science,CSC112,UI/UX Design Essentials,98,0.8099,0.9032,3.1,47,0.1811,0.8189,Low,0,No immediate action
REC04407,STU00986,Jide Q.,Year 1,Computer Science,CSC112,UI/UX Design Essentials,98,0.7286,0.6697,3.3,32,0.2777,0.7223,Low,0,No immediate action
REC04408,STU01978,Ayo H.,Year 1,Computer Science,CSC114,Linear Algebra for Computer Scientists,98,0.8747,0.7498,5,53,0.1252,0.8748,Low,0,No immediate action
REC04409,STU00334,Nora N.,Year 1,Computer Science,PHY102,General Physics II,98,0.609,0.1739,1.4,33,0.6482,0.3518,High,2,Advisor review and peer tutorial recommendation
REC04410,STU00495,Femi B.,Year 1,Computer Science,CSC112,UI/UX Design Essentials,98,0.5517,0.7593,4.1,19,0.3294,0.6706,Low,0,No immediate action
REC04411,STU02675,Ayo Y.,Year 1,Computer Science,GST112,Nigerian Peoples and Culture,98,0.965,0.4903,3.9,21,0.2466,0.7534,Low,0,No immediate action
REC04412,STU00412,Ada W.,Year 1,Computer Science,COS102,Introduction to Problem Solving,98,0.2451,0.4372,1.8,7,0.8974,0.1026,High,2,Advisor review and peer tutorial recommendation
REC04413,STU00877,Rita P.,Year 1,Computer Science,CSC112,UI/UX Design Essentials,98,0.9814,0.6884,4.3,54,0.1289,0.8711,Low,0,No immediate action
REC04414,STU01769,Uche R.,Year 1,Computer Science,PHY108,General Practical Physics II,98,0.8925,0.5747,3.4,20,0.2734,0.7266,Low,0,No immediate action
REC04415,STU02434,Ireti Z.,Year 1,Computer Science,GST111,Communication in English,98,0.5462,0.5423,4.4,24,0.4894,0.5106,Medium,1,Monitor and recommend targeted support
REC04416,STU01295,Ada D.,Year 1,Computer Science,PHY108,General Practical Physics II,98,0.8136,0.6577,1.7,56,0.3093,0.6907,Low,0,No immediate action
REC04417,STU01119,Lekan L.,Year 1,Computer Science,COS102,Introduction to Problem Solving,98,0.8715,0.8393,3.1,48,0.1756,0.8244,Low,0,No immediate action
REC04418,STU01039,Lara L.,Year 1,Computer Science,GST111,Communication in English,98,0.615,0.6066,4.3,28,0.3143,0.6857,Low,0,No immediate action
REC04419,STU01739,Dami J.,Year 1,Computer Science,COS102,Introduction to Problem Solving,98,0.4212,0.3201,1.7,14,0.8446,0.1554,High,2,Advisor review and peer tutorial recommendation
REC04420,STU01534,Rita Z.,Year 1,Computer Science,PHY102,General Physics II,98,0.6743,0.5669,2.2,17,0.4202,0.5798,Medium,1,Monitor and recommend targeted support
REC04421,STU00480,Amaka N.,Year 1,Computer Science,CSC114,Linear Algebra for Computer Scientists,98,0.7319,0.7167,3.2,52,0.2642,0.7358,Low,0,No immediate action
REC04422,STU02208,Rita G.,Year 1,Computer Science,GST112,Nigerian Peoples and Culture,98,0.781,0.643,4.8,59,0.2027,0.7973,Low,0,No immediate action
REC04423,STU02590,Nora F.,Year 1,Computer Science,CSC114,Linear Algebra for Computer Scientists,98,0.9388,0.6489,4.4,35,0.1538,0.8462,Low,0,No immediate action
REC04424,STU01851,Mira T.,Year 1,Computer Science,GST111,Communication in English,98,0.8251,0.6513,3.2,46,0.2466,0.7534,Low,0,No immediate action
REC04425,STU00824,Amaka R.,Year 1,Computer Science,CSC112,UI/UX Design Essentials,98,0.4501,0.7075,3.7,39,0.4797,0.5203,Medium,1,Monitor and recommend targeted support
REC04426,STU01219,Efe K.,Year 1,Computer Science,PHY108,General Practical Physics II,98,0.8356,0.8265,4.5,37,0.1378,0.8622,Low,0,No immediate action
REC04427,STU01627,Ayo H.,Year 1,Computer Science,GST111,Communication in English,98,0.5709,0.322,1.7,28,0.6213,0.3787,High,2,Advisor review and peer tutorial recommendation
REC04428,STU00021,Tobi W.,Year 1,Computer Science,GST112,Nigerian Peoples and Culture,98,0.9654,0.7966,1.5,41,0.2149,0.7851,Low,0,No immediate action
REC04429,STU02732,Mira V.,Year 1,Computer Science,PHY108,General Practical Physics II,98,0.7101,0.7224,3.8,38,0.2472,0.7528,Low,0,No immediate action
REC04430,STU01021,Somto A.,Year 1,Computer Science,CSC114,Linear Algebra for Computer Scientists,98,0.625,0.5719,4.2,27,0.3278,0.6722,Low,0,No immediate action
REC04431,STU00942,Bayo X.,Year 1,Computer Science,CSC114,Linear Algebra for Computer Scientists,98,0.8564,0.9757,4.0,52,0.1047,0.8953,Low,0,No immediate action
REC04432,STU00360,Femi F.,Year 1,Computer Science,COS102,Introduction to Problem Solving,98,0.2797,0.4284,2.1,21,0.8313,0.1687,High,2,Advisor review and peer tutorial recommendation
REC04433,STU02585,Muna B.,Year 1,Computer Science,CSC112,UI/UX Design Essentials,98,0.5027,0.6751,3.1,16,0.5434,0.4566,Medium,1,Monitor and recommend targeted support
REC04434,STU00682,Dara D.,Year 1,Computer Science,GST111,Communication in English,98,0.8629,0.7314,5,41,0.1354,0.8646,Low,0,No immediate action
REC04435,STU02584,Bayo I.,Year 1,Computer Science,COS102,Introduction to Problem Solving,98,0.146,0.431,1.0,11,0.9986,0.0014,High,2,Advisor review and peer tutorial recommendation
REC04436,STU01278,Ife L.,Year 1,Computer Science,CSC112,UI/UX Design Essentials,98,0.6277,0.4119,2.0,21,0.5811,0.4189,Medium,1,Monitor and recommend targeted support
REC04437,STU01190,Seyi E.,Year 1,Computer Science,CSC114,Linear Algebra for Computer Scientists,98,0.5927,0.6437,2.4,38,0.3738,0.6262,Low,0,No immediate action
REC04438,STU01973,Jide C.,Year 1,Computer Science,GST112,Nigerian Peoples and Culture,98,0.416,0.21,0.7,4,0.9904,0.0096,High,2,Advisor review and peer tutorial recommendation
REC04439,STU00455,Tara R.,Year 1,Computer Science,CSC114,Linear Algebra for Computer Scientists,98,0.9257,0.717,5,41,0.1146,0.8854,Low,0,No immediate action
REC04440,STU01895,Ada L.,Year 1,Computer Science,MTH102,Elementary Mathematics II,98,0.2103,0.5186,1.7,13,0.7725,0.2275,High,2,Advisor review and peer tutorial recommendation
REC04441,STU01197,Nifemi S.,Year 1,Computer Science,PHY108,General Practical Physics II,98,0.9172,0.4383,5,29,0.3129,0.6871,Low,0,No immediate action
REC04442,STU01430,Nedu O.,Year 1,Computer Science,CSC114,Linear Algebra for Computer Scientists,98,0.3329,0.2811,0.5,0,1,0,High,2,Advisor review and peer tutorial recommendation
REC04443,STU01123,Tara W.,Year 1,Computer Science,GST111,Communication in English,98,0.8374,0.7636,3.1,47,0.212,0.788,Low,0,No immediate action
REC04444,STU01137,Nora H.,Year 1,Computer Science,MTH102,Elementary Mathematics II,98,0.7212,0.6145,2.5,16,0.3782,0.6218,Low,0,No immediate action
REC04445,STU02254,Nifemi F.,Year 1,Computer Science,GST112,Nigerian Peoples and Culture,98,0.6181,0.3599,3.4,22,0.5414,0.4586,Medium,1,Monitor and recommend targeted support
REC04446,STU01695,Amaka W.,Year 1,Computer Science,CSC114,Linear Algebra for Computer Scientists,98,0.8293,0.7372,2.1,29,0.2743,0.7257,Low,0,No immediate action
REC04447,STU00367,Kemi M.,Year 1,Computer Science,PHY108,General Practical Physics II,98,0.5951,0.1404,2.3,13,0.688,0.312,High,2,Advisor review and peer tutorial recommendation
REC04448,STU00588,Nora V.,Year 1,Computer Science,GST112,Nigerian Peoples and Culture,98,0.701,0.7416,2.1,54,0.3131,0.6869,Low,0,No immediate action
REC04449,STU00190,Mira K.,Year 1,Computer Science,CSC112,UI/UX Design Essentials,98,0.4765,0.4475,1.6,25,0.7546,0.2454,High,2,Advisor review and peer tutorial recommendation
REC04450,STU01888,Zara B.,Year 1,Computer Science,GST111,Communication in English,98,0.8538,0.7716,3.0,31,0.2121,0.7879,Low,0,No immediate action
REC04451,STU01084,Tara D.,Year 1,Computer Science,CSC114,Linear Algebra for Computer Scientists,98,0.7714,0.7304,3.7,34,0.2243,0.7757,Low,0,No immediate action
REC04452,STU01369,Zara F.,Year 1,Computer Science,CSC112,UI/UX Design Essentials,98,0.2937,0.3668,1.8,13,0.8807,0.1193,High,2,Advisor review and peer tutorial recommendation
REC04453,STU00228,Nifemi U.,Year 1,Computer Science,GST112,Nigerian Peoples and Culture,98,0.63,0.8609,4.0,37,0.2297,0.7703,Low,0,No immediate action
REC04454,STU01670,Nedu W.,Year 1,Computer Science,CSC112,UI/UX Design Essentials,98,0.3427,0.6629,2.2,19,0.6379,0.3621,High,2,Advisor review and peer tutorial recommendation
REC04455,STU01571,Somto J.,Year 1,Computer Science,CSC112,UI/UX Design Essentials,98,0.6639,0.1799,0,16,0.7715,0.2285,High,2,Advisor review and peer tutorial recommendation
REC04456,STU00532,Lara N.,Year 1,Computer Science,CSC114,Linear Algebra for Computer Scientists,98,0.3169,0.647,4.6,21,0.5509,0.4491,Medium,1,Monitor and recommend targeted support
REC04457,STU00751,Rita L.,Year 1,Computer Science,PHY102,General Physics II,98,0.8506,0.792,4.1,24,0.1847,0.8153,Low,0,No immediate action
REC04458,STU00537,Nifemi J.,Year 1,Computer Science,CSC114,Linear Algebra for Computer Scientists,98,0.6481,0.8552,1.9,33,0.3082,0.6918,Low,0,No immediate action
REC04459,STU02779,Jide I.,Year 1,Computer Science,CSC112,UI/UX Design Essentials,98,0.6943,0.2417,1.2,27,0.6191,0.3809,Medium,1,Monitor and recommend targeted support
REC04460,STU01816,Ireti L.,Year 1,Computer Science,MTH102,Elementary Mathematics II,98,0.9293,0.3869,3.2,26,0.4046,0.5954,Medium,1,Monitor and recommend targeted support
REC04461,STU01968,Nora H.,Year 1,Computer Science,GST112,Nigerian Peoples and Culture,98,0.6052,0.682,2.8,37,0.3413,0.6587,Low,0,No immediate action
REC04462,STU00509,Dami Q.,Year 1,Computer Science,COS102,Introduction to Problem Solving,98,0.6028,0.5578,3.0,26,0.3919,0.6081,Medium,1,Monitor and recommend targeted support
REC04463,STU01038,Somto U.,Year 1,Computer Science,GST111,Communication in English,98,0.9365,0.901,4.7,34,0.0671,0.9329,Low,0,No immediate action
REC04464,STU02390,Kene X.,Year 1,Computer Science,GST112,Nigerian Peoples and Culture,98,0.8535,0.5662,4.9,43,0.1927,0.8073,Low,0,No immediate action
REC04465,STU02075,Somto V.,Year 1,Computer Science,MTH102,Elementary Mathematics II,98,0.5664,0.1929,1.8,9,0.716,0.284,High,2,Advisor review and peer tutorial recommendation
REC04466,STU01023,Femi L.,Year 1,Computer Science,MTH102,Elementary Mathematics II,98,0.9036,0.5417,5,15,0.2301,0.7699,Low,0,No immediate action
REC04467,STU02174,Rita T.,Year 1,Computer Science,GST111,Communication in English,98,0.8054,0.6368,4.0,19,0.2686,0.7314,Low,0,No immediate action
REC04468,STU02781,Uche Q.,Year 1,Computer Science,CSC112,UI/UX Design Essentials,98,0.8346,0.82,3.7,20,0.2109,0.7891,Low,0,No immediate action
REC04469,STU01627,Nifemi T.,Year 1,Computer Science,COS102,Introduction to Problem Solving,98,0.8222,0.9042,3.3,34,0.1679,0.8321,Low,0,No immediate action
REC04470,STU01174,Zara M.,Year 1,Computer Science,PHY102,General Physics II,98,0.802,0.848,4.7,50,0.1368,0.8632,Low,0,No immediate action
REC04471,STU02513,Teni Y.,Year 1,Computer Science,COS102,Introduction to Problem Solving,98,0.8169,0.8958,3.1,28,0.1948,0.8052,Low,0,No immediate action
REC04472,STU00424,Jide M.,Year 1,Computer Science,MTH102,Elementary Mathematics II,98,0.8342,0.7731,4.5,26,0.1748,0.8252,Low,0,No immediate action
REC04473,STU00666,Uche A.,Year 1,Computer Science,CSC112,UI/UX Design Essentials,98,0.3295,0.2383,0,14,1,0,High,2,Advisor review and peer tutorial recommendation
